country,date,words
EE,2013-09-11,19058
EE,2013-09-12,11532
EE,2013-09-16,8259
EE,2013-09-17,24696
EE,2013-09-18,23243
EE,2013-09-19,14024
EE,2013-09-23,14804
EE,2013-09-24,7604
EE,2013-09-25,22744
EE,2013-09-26,20199
EE,2013-10-07,22918
EE,2013-10-08,17570
EE,2013-10-09,18741
EE,2013-10-10,603
EE,2013-10-14,11626
EE,2013-10-15,20122
EE,2013-10-16,25034
EE,2013-10-17,19939
EE,2013-10-21,3623
EE,2013-10-22,7422
EE,2013-10-23,51504
EE,2013-10-24,5860
EE,2013-11-04,11223
EE,2013-11-05,23480
EE,2013-11-06,69686
EE,2013-11-07,15033
EE,2013-11-11,12361
EE,2013-11-12,12082
EE,2013-11-13,86241
EE,2013-11-14,7155
EE,2013-11-15,28619
EE,2013-11-18,4367
EE,2013-11-19,24047
EE,2013-11-20,23485
EE,2013-11-21,13105
EE,2013-12-02,6985
EE,2013-12-03,32042
EE,2013-12-04,17916
EE,2013-12-05,5892
EE,2013-12-09,3517
EE,2013-12-10,22215
EE,2013-12-11,28010
EE,2013-12-12,26394
EE,2013-12-16,5261
EE,2013-12-17,29762
EE,2013-12-18,24200
EE,2013-12-19,26250
EE,2014-01-13,18209
EE,2014-01-14,10220
EE,2014-01-15,44380
EE,2014-01-16,7832
EE,2014-01-20,7148
EE,2014-01-21,10133
EE,2014-01-22,33965
EE,2014-01-23,3615
EE,2014-01-27,7835
EE,2014-01-28,14881
EE,2014-01-29,42007
EE,2014-01-30,4185
EE,2014-02-10,10923
EE,2014-02-11,16214
EE,2014-02-12,44561
EE,2014-02-13,3923
EE,2014-02-17,12473
EE,2014-02-18,13095
EE,2014-02-19,28282
EE,2014-02-20,9694
EE,2014-02-25,23026
EE,2014-02-26,16527
EE,2014-02-27,19504
EE,2014-03-05,25754
EE,2014-03-10,13422
EE,2014-03-11,4483
EE,2014-03-12,14335
EE,2014-03-13,874
EE,2014-03-17,12922
EE,2014-03-18,3557
EE,2014-03-19,20273
EE,2014-03-20,2741
EE,2014-03-24,20182
EE,2014-03-25,1616
EE,2014-03-26,11689
EE,2014-03-27,6889
EE,2014-04-07,11353
EE,2014-04-08,15184
EE,2014-04-09,18301
EE,2014-04-10,1557
EE,2014-04-14,7901
EE,2014-04-15,15925
EE,2014-04-16,29253
EE,2014-04-17,13237
EE,2014-04-21,12862
EE,2014-04-22,14860
EE,2014-04-23,35533
EE,2014-04-24,16237
EE,2014-05-05,2650
EE,2014-05-06,17604
EE,2014-05-07,40505
EE,2014-05-08,945
EE,2014-05-12,8364
EE,2014-05-13,17983
EE,2014-05-14,30607
EE,2014-05-15,7530
EE,2014-05-19,16482
EE,2014-05-20,17301
EE,2014-05-21,43692
EE,2014-05-22,19507
EE,2014-06-02,23405
EE,2014-06-03,17804
EE,2014-06-04,23068
EE,2014-06-05,14434
EE,2014-06-09,16610
EE,2014-06-10,24370
EE,2014-06-11,97634
EE,2014-06-12,18447
EE,2014-06-16,22527
EE,2014-06-17,21993
EE,2014-06-18,134461
EE,2014-06-19,20253
EE,2014-06-20,13275
EE,2014-06-30,48271
EE,2014-07-01,12957
EE,2014-09-08,35947
EE,2014-09-09,1096
EE,2014-09-10,19709
EE,2014-09-11,18178
EE,2014-09-15,5766
EE,2014-09-16,23863
EE,2014-09-17,49740
EE,2014-09-18,14624
EE,2014-09-22,20662
EE,2014-09-23,1384
EE,2014-09-24,22190
EE,2014-09-25,1952
EE,2014-10-06,11333
EE,2014-10-07,23292
EE,2014-10-08,53286
EE,2014-10-09,5072
EE,2014-10-13,20581
EE,2014-10-14,14992
EE,2014-10-15,36931
EE,2014-10-16,22625
EE,2014-10-20,14250
EE,2014-10-21,3049
EE,2014-10-22,55504
EE,2014-10-23,8504
EE,2014-11-03,14561
EE,2014-11-04,29893
EE,2014-11-05,39996
EE,2014-11-06,29843
EE,2014-11-10,5611
EE,2014-11-11,3893
EE,2014-11-12,98181
EE,2014-11-13,20409
EE,2014-11-17,5166
EE,2014-11-18,1467
EE,2014-11-19,79519
EE,2014-11-20,8322
EE,2014-12-01,30121
EE,2014-12-02,11556
EE,2014-12-03,40636
EE,2014-12-04,3564
EE,2014-12-08,9896
EE,2014-12-09,14317
EE,2014-12-10,38436
EE,2014-12-11,19001
EE,2014-12-15,3657
EE,2014-12-16,20546
EE,2014-12-17,81298
EE,2014-12-18,11849
EE,2015-01-12,860
EE,2015-01-13,15449
EE,2015-01-14,40663
EE,2015-01-15,881
EE,2015-01-19,24831
EE,2015-01-20,18758
EE,2015-01-21,36671
EE,2015-01-22,3842
EE,2015-01-26,12485
EE,2015-01-27,22136
EE,2015-01-28,45471
EE,2015-01-29,3575
EE,2015-02-09,10087
EE,2015-02-10,13242
EE,2015-02-11,40475
EE,2015-02-12,25483
EE,2015-02-16,10865
EE,2015-02-17,4259
EE,2015-02-18,48756
EE,2015-02-19,1061
EE,2015-03-30,4844
EE,2015-03-31,666
EE,2015-04-01,755
EE,2015-04-02,346
EE,2015-04-06,523
EE,2015-04-07,211
EE,2015-04-08,21309
EE,2015-04-09,1074
EE,2015-04-13,1442
EE,2015-04-14,672
EE,2015-04-15,8262
EE,2015-04-16,476
EE,2015-04-27,9359
EE,2015-04-28,713
EE,2015-04-29,9187
EE,2015-04-30,1135
EE,2015-05-04,4338
EE,2015-05-05,1714
EE,2015-05-06,18977
EE,2015-05-07,1629
EE,2015-05-11,16912
EE,2015-05-12,16122
EE,2015-05-13,8987
EE,2015-05-14,1050
EE,2015-05-25,18065
EE,2015-05-26,24086
EE,2015-05-27,16789
EE,2015-05-28,7077
EE,2015-06-01,16689
EE,2015-06-02,22319
EE,2015-06-03,69715
EE,2015-06-04,11460
EE,2015-06-08,36588
EE,2015-06-09,21593
EE,2015-06-10,53165
EE,2015-06-11,1630
EE,2015-06-15,91071
EE,2015-07-16,21891
EE,2015-08-18,28544
EE,2015-09-14,36567
EE,2015-09-15,5818
EE,2015-09-16,10413
EE,2015-09-17,15830
EE,2015-09-21,89445
EE,2015-09-22,25473
EE,2015-09-23,20762
EE,2015-09-24,7746
EE,2015-09-28,42615
EE,2015-09-29,20748
EE,2015-09-30,38532
EE,2015-10-01,5723
EE,2015-10-12,53125
EE,2015-10-13,31963
EE,2015-10-14,34458
EE,2015-10-15,14396
EE,2015-10-19,28823
EE,2015-10-20,30981
EE,2015-10-21,38046
EE,2015-10-22,21501
EE,2015-10-26,17255
EE,2015-10-27,28572
EE,2015-10-28,36504
EE,2015-10-29,20874
EE,2015-11-09,22293
EE,2015-11-10,24472
EE,2015-11-11,25313
EE,2015-11-12,2708
EE,2015-11-16,40654
EE,2015-11-17,30800
EE,2015-11-18,62408
EE,2015-11-19,25316
EE,2015-11-23,9186
EE,2015-11-24,23261
EE,2015-11-25,57137
EE,2015-11-26,16528
EE,2015-12-07,9471
EE,2015-12-08,30564
EE,2015-12-09,54883
EE,2015-12-10,3125
EE,2015-12-14,7037
EE,2015-12-15,33092
EE,2015-12-16,27593
EE,2015-12-17,8976
EE,2016-01-11,39875
EE,2016-01-12,19509
EE,2016-01-13,15807
EE,2016-01-14,6624
EE,2016-01-18,36671
EE,2016-01-19,11721
EE,2016-01-20,41710
EE,2016-01-21,20549
EE,2016-01-25,33239
EE,2016-01-26,546
EE,2016-01-27,15678
EE,2016-01-28,25258
EE,2016-02-08,22520
EE,2016-02-09,6063
EE,2016-02-10,25062
EE,2016-02-11,29701
EE,2016-02-15,13274
EE,2016-02-16,29912
EE,2016-02-17,42880
EE,2016-02-18,19918
EE,2016-02-22,57986
EE,2016-02-23,23184
EE,2016-02-25,929
EE,2016-03-07,51242
EE,2016-03-08,22726
EE,2016-03-09,46347
EE,2016-03-10,783
EE,2016-03-14,44595
EE,2016-03-15,27447
EE,2016-03-16,21973
EE,2016-03-17,18299
EE,2016-03-21,24764
EE,2016-03-22,20711
EE,2016-03-23,31913
EE,2016-03-24,2988
EE,2016-04-04,43654
EE,2016-04-05,23240
EE,2016-04-06,50239
EE,2016-04-07,32420
EE,2016-04-11,28234
EE,2016-04-12,14997
EE,2016-04-13,41476
EE,2016-04-14,26290
EE,2016-04-18,31111
EE,2016-04-19,30896
EE,2016-04-20,27346
EE,2016-04-21,1706
EE,2016-05-02,53220
EE,2016-05-03,24894
EE,2016-05-04,26951
EE,2016-05-05,22845
EE,2016-05-09,49045
EE,2016-05-10,26463
EE,2016-05-11,109087
EE,2016-05-12,2743
EE,2016-05-16,13179
EE,2016-05-17,3627
EE,2016-05-18,59012
EE,2016-05-19,6993
EE,2016-05-30,38987
EE,2016-05-31,32028
EE,2016-06-01,71109
EE,2016-06-02,6127
EE,2016-06-06,39947
EE,2016-06-07,14546
EE,2016-06-08,49716
EE,2016-06-09,24314
EE,2016-06-13,9276
EE,2016-06-14,23556
EE,2016-06-15,48597
EE,2016-06-16,7642
EE,2016-08-29,2481
EE,2016-08-30,3541
EE,2016-09-12,30408
EE,2016-09-13,5917
EE,2016-09-14,13414
EE,2016-09-15,23880
EE,2016-09-19,7862
EE,2016-09-20,23693
EE,2016-09-21,27428
EE,2016-09-22,23213
EE,2016-09-26,10527
EE,2016-09-27,24789
EE,2016-09-28,36671
EE,2016-09-29,22555
EE,2016-10-03,2055
EE,2016-10-10,20290
EE,2016-10-11,7856
EE,2016-10-12,21717
EE,2016-10-13,3086
EE,2016-10-17,26597
EE,2016-10-18,31889
EE,2016-10-19,73315
EE,2016-10-20,9427
EE,2016-10-24,51357
EE,2016-10-25,23688
EE,2016-10-26,58357
EE,2016-10-27,4795
EE,2016-11-07,32297
EE,2016-11-08,6070
EE,2016-11-09,32060
EE,2016-11-10,720
EE,2016-11-14,14287
EE,2016-11-15,20964
EE,2016-11-16,23473
EE,2016-11-17,9026
EE,2016-11-21,33466
EE,2016-11-22,13512
EE,2016-11-23,35721
EE,2016-11-24,765
EE,2016-12-05,16114
EE,2016-12-06,13827
EE,2016-12-07,45904
EE,2016-12-08,1402
EE,2016-12-12,9363
EE,2016-12-13,31533
EE,2016-12-14,92715
EE,2016-12-15,14325
EE,2016-12-19,18969
EE,2017-01-09,28592
EE,2017-01-10,1483
EE,2017-01-11,26609
EE,2017-01-12,4109
EE,2017-01-16,15488
EE,2017-01-17,21758
EE,2017-01-18,37630
EE,2017-01-19,7615
EE,2017-01-23,6273
EE,2017-01-24,17207
EE,2017-01-25,16592
EE,2017-01-26,12052
EE,2017-02-06,13305
EE,2017-02-07,21304
EE,2017-02-08,54283
EE,2017-02-09,29995
EE,2017-02-13,37827
EE,2017-02-14,13649
EE,2017-02-15,14560
EE,2017-02-16,10905
EE,2017-02-20,20762
EE,2017-02-21,20102
EE,2017-02-22,40937
EE,2017-02-23,856
EE,2017-03-06,43236
EE,2017-03-07,23649
EE,2017-03-08,23673
EE,2017-03-09,208
EE,2017-03-13,50165
EE,2017-03-14,10227
EE,2017-03-15,16401
EE,2017-03-16,17597
EE,2017-03-20,68415
EE,2017-03-21,539
EE,2017-03-22,59023
EE,2017-03-23,4303
EE,2017-04-03,45490
EE,2017-04-04,8898
EE,2017-04-05,28473
EE,2017-04-06,832
EE,2017-04-10,5706
EE,2017-04-11,20275
EE,2017-04-12,31028
EE,2017-04-13,22701
EE,2017-04-17,41628
EE,2017-04-18,13853
EE,2017-04-19,34488
EE,2017-04-20,1802
EE,2017-05-02,28968
EE,2017-05-03,30124
EE,2017-05-04,25869
EE,2017-05-08,36790
EE,2017-05-09,33167
EE,2017-05-10,66872
EE,2017-05-11,6304
EE,2017-05-15,44576
EE,2017-05-16,25884
EE,2017-05-17,137611
EE,2017-05-18,28385
EE,2017-05-29,16700
EE,2017-05-30,31155
EE,2017-05-31,34325
EE,2017-06-01,39646
EE,2017-06-05,14146
EE,2017-06-06,11219
EE,2017-06-07,68133
EE,2017-06-08,23298
EE,2017-06-12,42087
EE,2017-06-13,19359
EE,2017-06-14,79862
EE,2017-06-15,18367
EE,2017-06-19,25502
EE,2017-09-11,15283
EE,2017-09-12,1235
EE,2017-09-13,10101
EE,2017-09-14,7906
EE,2017-09-18,15927
EE,2017-09-19,24766
EE,2017-09-20,38291
EE,2017-09-21,29642
EE,2017-09-25,1069
EE,2017-09-26,10156
EE,2017-09-27,54996
EE,2017-09-28,22081
EE,2017-10-09,4430
EE,2017-10-10,18146
EE,2017-10-11,47117
EE,2017-10-12,22817
EE,2017-10-16,19081
EE,2017-10-17,25535
EE,2017-10-18,45533
EE,2017-10-19,32021
EE,2017-10-23,2025
EE,2017-10-24,20672
EE,2017-10-25,23532
EE,2017-10-26,3482
EE,2017-11-06,14693
EE,2017-11-07,20549
EE,2017-11-08,34288
EE,2017-11-09,1777
EE,2017-11-13,8895
EE,2017-11-14,22047
EE,2017-11-15,48873
EE,2017-11-16,17409
EE,2017-11-20,39607
EE,2017-11-21,27767
EE,2017-11-22,32634
EE,2017-11-23,9435
EE,2017-12-04,18072
EE,2017-12-05,22806
EE,2017-12-06,44405
EE,2017-12-07,25563
EE,2017-12-11,9350
EE,2017-12-12,28755
EE,2017-12-13,36467
EE,2017-12-14,3515
EE,2017-12-18,47308
EE,2017-12-19,28195
EE,2017-12-20,21671
EE,2018-01-08,22450
EE,2018-01-09,366
EE,2018-01-10,56701
EE,2018-01-11,4729
EE,2018-01-15,247
EE,2018-01-16,6703
EE,2018-01-17,23995
EE,2018-01-18,1026
EE,2018-01-22,8495
EE,2018-01-23,6397
EE,2018-01-24,30427
EE,2018-01-25,9633
EE,2018-02-05,29256
EE,2018-02-06,10791
EE,2018-02-07,14431
EE,2018-02-08,19210
EE,2018-02-12,5774
EE,2018-02-13,29969
EE,2018-02-14,35782
EE,2018-02-15,22623
EE,2018-02-19,6420
EE,2018-02-20,22361
EE,2018-02-21,18794
EE,2018-02-22,7507
EE,2018-03-05,25233
EE,2018-03-06,31575
EE,2018-03-07,27809
EE,2018-03-08,14965
EE,2018-03-12,16528
EE,2018-03-13,19520
EE,2018-03-14,38981
EE,2018-03-15,25680
EE,2018-03-19,556
EE,2018-03-20,10694
EE,2018-03-21,31969
EE,2018-03-22,3116
EE,2018-04-02,13026
EE,2018-04-03,12822
EE,2018-04-04,21577
EE,2018-04-05,1110
EE,2018-04-09,29637
EE,2018-04-10,4357
EE,2018-04-11,19821
EE,2018-04-12,291
EE,2018-04-16,44035
EE,2018-04-17,9286
EE,2018-04-18,14104
EE,2018-04-19,8389
EE,2018-04-30,18371
EE,2018-05-02,48708
EE,2018-05-03,10090
EE,2018-05-07,699
EE,2018-05-08,28491
EE,2018-05-09,46733
EE,2018-05-10,13991
EE,2018-05-14,174
EE,2018-05-15,23084
EE,2018-05-16,31659
EE,2018-05-17,22639
EE,2018-05-28,1303
EE,2018-05-29,17176
EE,2018-05-30,26040
EE,2018-05-31,25172
EE,2018-06-04,1757
EE,2018-06-05,27760
EE,2018-06-06,63374
EE,2018-06-07,15139
EE,2018-06-11,10918
EE,2018-06-12,15443
EE,2018-06-13,34370
EE,2018-06-14,1655
EE,2018-08-22,10701
EE,2018-09-10,4772
EE,2018-09-11,14902
EE,2018-09-12,29573
EE,2018-09-13,23172
EE,2018-09-17,7125
EE,2018-09-18,27891
EE,2018-09-19,26437
EE,2018-09-20,23253
EE,2018-09-24,12505
EE,2018-09-25,24706
EE,2018-09-26,51894
EE,2018-09-27,1987
EE,2018-10-08,22146
EE,2018-10-09,31534
EE,2018-10-10,35986
EE,2018-10-11,942
EE,2018-10-15,31995
EE,2018-10-16,20405
EE,2018-10-17,58853
EE,2018-10-18,4335
EE,2018-10-22,9893
EE,2018-10-23,28077
EE,2018-10-24,51787
EE,2018-10-25,15846
EE,2018-11-05,5577
EE,2018-11-06,30629
EE,2018-11-07,45042
EE,2018-11-08,13585
EE,2018-11-12,8456
EE,2018-11-13,12945
EE,2018-11-14,70195
EE,2018-11-15,22996
EE,2018-11-19,13945
EE,2018-11-20,24707
EE,2018-11-21,73374
EE,2018-11-22,26166
EE,2018-11-26,50781
EE,2018-12-03,8416
EE,2018-12-04,28917
EE,2018-12-05,64623
EE,2018-12-06,2941
EE,2018-12-10,15662
EE,2018-12-11,20048
EE,2018-12-12,65713
EE,2018-12-13,20994
EE,2018-12-17,7299
EE,2018-12-18,19589
EE,2018-12-19,21931
EE,2018-12-20,6194
EE,2019-01-14,11963
EE,2019-01-15,12468
EE,2019-01-16,38282
EE,2019-01-17,12761
EE,2019-01-21,218
EE,2019-01-22,24265
EE,2019-01-23,41065
EE,2019-01-24,7809
EE,2019-01-28,7729
EE,2019-01-29,13816
EE,2019-01-30,31969
EE,2019-01-31,14144
EE,2019-02-11,651
EE,2019-02-12,31262
EE,2019-02-13,70554
EE,2019-02-14,21772
EE,2019-02-18,4028
EE,2019-02-19,24190
EE,2019-02-20,31535
EE,2019-02-21,710
EE,2019-04-04,6113
EE,2019-04-08,434
EE,2019-04-09,381
EE,2019-04-10,259
EE,2019-04-11,266
EE,2019-04-15,3438
EE,2019-04-16,226
EE,2019-04-17,28880
EE,2019-04-18,491
EE,2019-04-23,5556
EE,2019-04-29,1386
EE,2019-04-30,610
EE,2019-05-02,406
EE,2019-05-06,582
EE,2019-05-07,17001
EE,2019-05-08,17960
EE,2019-05-09,427
EE,2019-05-13,1772
EE,2019-05-14,3100
EE,2019-05-15,17202
EE,2019-05-16,12941
EE,2019-05-27,11158
EE,2019-05-28,4127
EE,2019-05-29,30213
EE,2019-05-30,16195
EE,2019-06-03,43709
EE,2019-06-04,17423
EE,2019-06-05,17404
EE,2019-06-06,845
EE,2019-06-10,169
EE,2019-06-11,15320
EE,2019-06-12,41986
EE,2019-06-13,4233
EE,2019-08-30,33886
EE,2019-09-09,5190
EE,2019-09-10,23237
EE,2019-09-11,15666
EE,2019-09-12,329
EE,2019-09-16,13180
EE,2019-09-17,17663
EE,2019-09-18,16578
EE,2019-09-19,96
EE,2019-09-23,16535
EE,2019-09-24,34584
EE,2019-09-25,52090
EE,2019-09-26,15302
EE,2019-10-07,6807
EE,2019-10-08,22637
EE,2019-10-09,48206
EE,2019-10-10,30784
EE,2019-10-14,939
EE,2019-10-15,31303
EE,2019-10-16,17871
EE,2019-10-17,1241
EE,2019-10-21,24208
EE,2019-10-22,15183
EE,2019-10-23,55696
EE,2019-10-24,2482
EE,2019-11-04,7867
EE,2019-11-05,10089
EE,2019-11-06,38245
EE,2019-11-07,8384
EE,2019-11-11,7707
EE,2019-11-12,23541
EE,2019-11-13,94622
EE,2019-11-14,20363
EE,2019-11-18,5631
EE,2019-11-19,26857
EE,2019-11-20,26621
EE,2019-11-21,9901
EE,2019-12-02,35151
EE,2019-12-03,24981
EE,2019-12-04,65443
EE,2019-12-05,10826
EE,2019-12-09,1255
EE,2019-12-10,23528
EE,2019-12-11,45896
EE,2019-12-12,21065
EE,2019-12-16,23244
EE,2019-12-17,18926
EE,2019-12-18,17468
EE,2019-12-19,4805
EE,2020-01-13,46193
EE,2020-01-14,3929
EE,2020-01-15,40439
EE,2020-01-16,2115
EE,2020-01-20,1283
EE,2020-01-21,8673
EE,2020-01-22,44735
EE,2020-01-23,550
EE,2020-01-27,22976
EE,2020-01-28,10515
EE,2020-01-29,100067
EE,2020-01-30,987
EE,2020-02-10,11246
EE,2020-02-11,32195
EE,2020-02-12,25451
EE,2020-02-13,6994
EE,2020-02-17,4299
EE,2020-02-18,9148
EE,2020-02-19,31887
EE,2020-02-20,27028
EE,2020-02-25,21374
EE,2020-02-26,62387
EE,2020-02-27,13280
EE,2020-03-09,29320
EE,2020-03-10,14441
EE,2020-03-11,58265
EE,2020-03-12,25881
EE,2020-03-16,942
EE,2020-03-18,17602
EE,2020-03-23,5767
EE,2020-03-25,21319
EE,2020-04-02,7578
EE,2020-04-06,63525
EE,2020-04-07,4625
EE,2020-04-08,16494
EE,2020-04-13,36547
EE,2020-04-14,30376
EE,2020-04-15,55232
EE,2020-04-20,21775
EE,2020-04-21,25937
EE,2020-04-22,26934
EE,2020-05-04,43847
EE,2020-05-05,14029
EE,2020-05-06,68790
EE,2020-05-07,27205
EE,2020-05-11,57100
EE,2020-05-12,4560
EE,2020-05-13,53032
EE,2020-05-14,747
EE,2020-05-18,32350
EE,2020-05-19,33818
EE,2020-05-20,51274
EE,2020-05-21,13680
EE,2020-06-01,28740
EE,2020-06-02,23670
EE,2020-06-03,52899
EE,2020-06-04,15958
EE,2020-06-08,39539
EE,2020-06-09,29907
EE,2020-06-10,39791
EE,2020-06-11,23746
EE,2020-06-15,72932
EE,2020-06-16,32603
EE,2020-06-17,49591
EE,2020-06-18,5610
EE,2020-07-06,27647
EE,2020-08-25,15476
EE,2020-09-14,7235
EE,2020-09-15,94
EE,2020-09-16,23701
EE,2020-09-17,1175
EE,2020-09-21,24011
EE,2020-09-22,22033
EE,2020-09-23,61863
EE,2020-09-24,11304
EE,2020-09-28,1896
EE,2020-09-29,3164
EE,2020-09-30,44633
EE,2020-10-01,7842
EE,2020-10-12,21231
EE,2020-10-13,12628
EE,2020-10-14,33049
EE,2020-10-15,20545
EE,2020-10-19,50373
EE,2020-10-20,10755
EE,2020-10-21,50866
EE,2020-10-22,30720
EE,2020-10-26,2542
EE,2020-10-27,13137
EE,2020-10-28,22138
EE,2020-10-29,1141
EE,2020-11-09,35608
EE,2020-11-10,8857
EE,2020-11-11,53137
EE,2020-11-12,3744
EE,2020-11-16,1794
EE,2020-11-17,31395
EE,2020-11-18,81436
EE,2020-11-19,32889
EE,2020-11-23,6652
EE,2020-11-24,30136
EE,2020-11-25,66358
EE,2020-11-26,19046
EE,2020-12-07,51126
EE,2020-12-08,23371
EE,2020-12-09,66031
EE,2020-12-10,27264
EE,2020-12-14,33990
EE,2020-12-15,33409
EE,2020-12-16,58961
EE,2020-12-17,9822
EE,2021-01-11,11263
EE,2021-01-12,23185
EE,2021-01-13,61295
EE,2021-01-14,369
EE,2021-01-18,1917
EE,2021-01-19,162
EE,2021-01-20,16750
EE,2021-01-21,88
EE,2021-01-25,26348
EE,2021-01-26,11651
EE,2021-01-27,21658
EE,2021-01-28,528
EE,2021-02-08,4124
EE,2021-02-09,17194
EE,2021-02-10,23045
EE,2021-02-11,1120
EE,2021-02-15,18866
EE,2021-02-16,31637
EE,2021-02-17,39423
EE,2021-02-18,5526
EE,2021-02-22,29921
EE,2021-02-23,7901
EE,2021-02-25,3164
EE,2021-03-08,24951
EE,2021-03-09,34245
EE,2021-03-10,120638
EE,2021-03-11,34304
EE,2021-03-15,4440
EE,2021-03-16,23361
EE,2021-03-17,48818
EE,2021-03-18,4173
EE,2021-03-22,21587
EE,2021-03-23,26272
EE,2021-03-24,111426
EE,2021-03-25,9852
EE,2021-04-05,19144
EE,2021-04-06,13853
EE,2021-04-07,102787
EE,2021-04-08,33974
EE,2021-04-12,62301
EE,2021-04-13,20637
EE,2021-04-14,99693
EE,2021-04-15,32215
EE,2021-04-19,28228
EE,2021-04-20,24158
EE,2021-04-21,29842
EE,2021-04-22,5981
EE,2021-05-03,36288
EE,2021-05-04,17346
EE,2021-05-05,32950
EE,2021-05-06,28732
EE,2021-05-10,35468
EE,2021-05-11,23927
EE,2021-05-12,51551
EE,2021-05-13,944
EE,2021-05-17,36951
EE,2021-05-18,31850
EE,2021-05-19,115994
EE,2021-05-20,17613
EE,2021-05-31,50119
EE,2021-06-01,30053
EE,2021-06-02,84694
EE,2021-06-03,23068
EE,2021-06-07,69884
EE,2021-06-08,29247
EE,2021-06-09,146053
EE,2021-06-10,17390
EE,2021-06-12,68751
EE,2021-06-13,18978
EE,2021-06-14,7168
EE,2021-06-15,19846
EE,2021-06-16,141847
EE,2021-06-17,23726
EE,2021-08-20,6636
EE,2021-08-30,2611
EE,2021-08-31,3088
EE,2021-09-13,66963
EE,2021-09-14,29593
EE,2021-09-15,51123
EE,2021-09-16,33638
EE,2021-09-20,51464
EE,2021-09-21,19494
EE,2021-09-22,23573
EE,2021-09-23,26886
EE,2021-09-27,25930
EE,2021-09-28,33297
EE,2021-09-29,64348
EE,2021-09-30,31659
EE,2021-10-11,26697
EE,2021-10-12,27320
EE,2021-10-13,42709
EE,2021-10-14,32490
EE,2021-10-18,7949
EE,2021-10-19,9783
EE,2021-10-20,72020
EE,2021-10-21,7632
EE,2021-10-25,29990
EE,2021-10-26,22801
EE,2021-10-27,102934
EE,2021-10-28,34625
EE,2021-11-08,1524
EE,2021-11-09,31453
EE,2021-11-10,70593
EE,2021-11-11,282
EE,2021-11-15,744
EE,2021-11-16,11969
EE,2021-11-17,80193
EE,2021-11-18,23665
EE,2021-11-22,16804
EE,2021-11-23,30656
EE,2021-11-24,94547
EE,2021-11-25,29843
EE,2021-12-06,36234
EE,2021-12-07,32158
EE,2021-12-08,70931
EE,2021-12-09,31902
EE,2021-12-13,43379
EE,2021-12-14,31942
EE,2021-12-15,44624
EE,2021-12-16,4732
EE,2022-01-10,30464
EE,2022-01-11,34300
EE,2022-01-12,49752
EE,2022-01-13,6490
EE,2022-01-17,28149
EE,2022-01-18,31340
EE,2022-01-19,80757
EE,2022-01-20,13258
EE,2022-01-24,39794
EE,2022-01-25,34945
EE,2022-01-26,121134
EE,2022-01-27,7588
EE,2022-02-07,45911
EE,2022-02-08,6730
EE,2022-02-09,82698
EE,2022-02-10,28290
EE,2022-02-14,53275
EE,2022-02-15,29926
EE,2022-02-16,60503
EE,2022-02-17,9771
EE,2022-02-21,47843
EE,2022-02-22,18013
EE,2022-02-23,53699
EE,2022-03-01,22684
EE,2022-03-07,5433
EE,2022-03-08,25180
EE,2022-03-09,60789
EE,2022-03-10,3252
EE,2022-03-14,19914
EE,2022-03-15,18558
EE,2022-03-16,42307
EE,2022-03-17,3323
EE,2022-03-21,30685
EE,2022-03-22,25119
EE,2022-03-23,71474
EE,2022-03-24,27882
EE,2022-04-04,50601
EE,2022-04-05,16018
EE,2022-04-06,97447
EE,2022-04-07,10127
EE,2022-04-11,40936
EE,2022-04-12,28681
EE,2022-04-13,109470
EE,2022-04-14,32438
EE,2022-04-18,31138
EE,2022-04-19,21005
EE,2022-04-20,42102
EE,2022-04-21,16740
EE,2022-05-02,51117
EE,2022-05-03,30715
EE,2022-05-04,82321
EE,2022-05-05,8084
EE,2022-05-09,57260
EE,2022-05-10,30915
EE,2022-05-11,98629
EE,2022-05-12,13034
EE,2022-05-16,60794
EE,2022-05-17,21050
EE,2022-05-18,135265
EE,2022-05-19,1370
EE,2022-05-30,45572
EE,2022-05-31,31592
EE,2022-06-01,74013
EE,2022-06-02,33613
EE,2022-06-06,20386
EE,2022-06-07,29975
EE,2022-06-08,115071
EE,2022-06-09,2218
EE,2022-06-13,24971
EE,2022-06-14,4401
EE,2022-06-15,23955
EE,2022-06-16,34138
EE,2022-06-17,1396
ES,2015-01-20,40785
ES,2015-01-21,51162
ES,2015-02-10,39853
ES,2015-02-11,48285
ES,2015-02-12,28196
ES,2015-02-17,31461
ES,2015-02-18,47314
ES,2015-02-19,23707
ES,2015-02-24,60084
ES,2015-02-25,37712
ES,2015-02-26,20950
ES,2015-03-10,33791
ES,2015-03-11,36446
ES,2015-03-12,66796
ES,2015-03-24,6840
ES,2015-03-26,82728
ES,2015-04-14,48154
ES,2015-04-15,84935
ES,2015-04-16,96412
ES,2015-04-21,72211
ES,2015-04-22,38487
ES,2015-04-23,27702
ES,2015-04-28,33768
ES,2015-04-29,41927
ES,2015-04-30,24193
ES,2015-05-12,44354
ES,2015-05-13,77090
ES,2015-05-14,35010
ES,2015-05-26,38446
ES,2015-05-27,36213
ES,2015-05-28,53002
ES,2015-06-09,39911
ES,2015-06-10,41037
ES,2015-06-11,72276
ES,2015-06-16,35028
ES,2015-06-17,41088
ES,2015-06-18,43268
ES,2015-06-23,39057
ES,2015-06-24,40287
ES,2015-06-25,40591
ES,2015-07-07,42924
ES,2015-07-08,68780
ES,2015-07-15,106642
